"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2015","France","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","5,860",""
"2015","France","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","1,080",""
"2015","France","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","1,065",""
"2015","France","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","7,115",""
"2015","France","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","6,925",""
"2015","France","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","29,230",""
"2015","France","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","27,130",""
"2015","France","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","12,230",""
"2015","France","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","10,740",""
"2015","France","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","390",""
"2015","France","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","375",""
"2015","France","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","6,035",""
"2015","France","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","5,810",""
"2015","France","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","870",""
"2015","France","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","850",""
"2015","France","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","6,905",""
"2015","France","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","6,665",""
"2015","France","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","12,385",""
"2015","France","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","11,485",""
"2015","France","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","7,355",""
"2015","France","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","6,720",""
"2015","France","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","545",""
"2015","France","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","520",""
"2015","Croatia","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","15",""
"2015","Croatia","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","15",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","20",""
"2015","Croatia","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","20",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","130",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","80",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","55",""
"2015","Croatia","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","40",""
"2015","Croatia","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","10",""
"2015","Croatia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","10",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","15",""
"2015","Croatia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","15",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","120",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","70",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","50",""
"2015","Croatia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","35",""
"2015","Croatia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","10",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","10",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","5",""
"2015","Croatia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","0",""
"2015","Croatia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","0",""
"2015","Italy","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","3,045",""
"2015","Italy","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","3,000",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","4,250",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","4,165",""
"2015","Italy","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","7,295",""
"2015","Italy","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","7,165",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","67,840",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","67,465",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","8,335",""
"2015","Italy","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","8,125",""
"2015","Italy","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","70",""
"2015","Italy","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","70",""
"2015","Italy","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","1,650",""
"2015","Italy","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","1,625",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","4,010",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","3,925",""
"2015","Italy","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","5,655",""
"2015","Italy","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","5,550",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","61,470",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","61,190",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","6,725",""
"2015","Italy","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","6,520",""
"2015","Italy","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","25",""
"2015","Italy","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","25",""
"2015","Italy","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","1,395",""
"2015","Italy","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","1,375",""
"2015","Italy","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","240",""
"2015","Italy","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","240",""
